game_pk,temperature,Park
717993.0,71.0,Progressive Field
717984.0,68.0,Angel Stadium
717980.0,59.0,Oakland Coliseum
717994.0,72.0,Tropicana Field
717990.0,71.0,Oriole Park at Camden Yards
717982.0,76.0,Coors Field
717975.0,85.0,Busch Stadium
717976.0,71.0,Wrigley Field
717974.0,81.0,Oriole Park at Camden Yards
717971.0,74.0,Guaranteed Rate Field
717968.0,73.0,Minute Maid Park
717979.0,80.0,Comerica Park
717978.0,64.0,Oracle Park
717973.0,66.0,Dodger Stadium
717977.0,75.0,Chase Field
717969.0,68.0,T-Mobile Park
717970.0,65.0,Oakland Coliseum
717960.0,88.0,Busch Stadium
717952.0,60.0,T-Mobile Park
717962.0,65.0,Citi Field
717965.0,73.0,Rogers Centre
717961.0,71.0,Wrigley Field
717959.0,73.0,Guaranteed Rate Field
717966.0,65.0,Fenway Park
717963.0,72.0,loanDepot park
717967.0,73.0,Oriole Park at Camden Yards
717958.0,60.0,Oakland Coliseum
717957.0,64.0,Dodger Stadium
717955.0,92.0,Chase Field
717972.0,60.0,Oracle Park
717956.0,73.0,Minute Maid Park
717964.0,86.0,Comerica Park
717944.0,69.0,Citi Field
717938.0,73.0,Minute Maid Park
717953.0,60.0,Oracle Park
717948.0,79.0,Fenway Park
717951.0,85.0,Comerica Park
717945.0,72.0,loanDepot park
717954.0,65.0,Dodger Stadium
717940.0,87.0,Chase Field
717939.0,60.0,T-Mobile Park
717943.0,84.0,Guaranteed Rate Field
717950.0,83.0,Wrigley Field
717947.0,75.0,Rogers Centre
717946.0,79.0,Oriole Park at Camden Yards
717949.0,61.0,Oakland Coliseum
717942.0,75.0,Rogers Centre
717932.0,85.0,Fenway Park
717934.0,82.0,Citi Field
717933.0,74.0,Chase Field
717937.0,85.0,Target Field
717936.0,73.0,Minute Maid Park
717941.0,72.0,loanDepot park
717929.0,73.0,Citi Field
717926.0,73.0,Minute Maid Park
717921.0,66.0,Petco Park
717930.0,90.0,PNC Park
717920.0,60.0,Oracle Park
717931.0,92.0,Great American Ball Park
717919.0,93.0,Chase Field
717922.0,74.0,Globe Life Field
717917.0,67.0,Dodger Stadium
717927.0,72.0,loanDepot park
717935.0,90.0,Nationals Park
717925.0,76.0,Guaranteed Rate Field
717924.0,83.0,Target Field
717923.0,84.0,Kauffman Stadium
717903.0,65.0,Petco Park
717916.0,62.0,Oracle Park
717910.0,65.0,Citi Field
717908.0,73.0,Minute Maid Park
717914.0,79.0,Nationals Park
717901.0,76.0,Chase Field
717915.0,79.0,Guaranteed Rate Field
717909.0,89.0,Kauffman Stadium
717918.0,52.0,Fenway Park
717913.0,88.0,Target Field
717906.0,91.0,Great American Ball Park
717911.0,72.0,loanDepot park
717885.0,48.0,Fenway Park
717905.0,72.0,Dodger Stadium
717912.0,72.0,Globe Life Field
717907.0,90.0,PNC Park
717892.0,77.0,Chase Field
717897.0,81.0,Great American Ball Park
717890.0,62.0,Oracle Park
717902.0,69.0,Nationals Park
717888.0,72.0,Dodger Stadium
717898.0,73.0,PNC Park
717893.0,88.0,Kauffman Stadium
717904.0,52.0,Fenway Park
717891.0,71.0,Guaranteed Rate Field
717899.0,73.0,Minute Maid Park
717900.0,64.0,Citi Field
717896.0,72.0,loanDepot park
717895.0,85.0,Target Field
717894.0,74.0,Globe Life Field
717889.0,66.0,Petco Park
717884.0,73.0,PNC Park
717880.0,63.0,Petco Park
717886.0,76.0,Citizens Bank Park
717878.0,68.0,Rogers Centre
717879.0,74.0,Globe Life Field
717883.0,80.0,Great American Ball Park
717928.0,58.0,Fenway Park
717887.0,72.0,loanDepot park
717873.0,68.0,Progressive Field
717874.0,76.0,PNC Park
717864.0,65.0,Petco Park
717882.0,72.0,Tropicana Field
717871.0,72.0,Rogers Centre
717872.0,74.0,Truist Park
717877.0,68.0,Yankee Stadium
717867.0,71.0,American Family Field
717868.0,74.0,Globe Life Field
717861.0,65.0,Angel Stadium
717870.0,81.0,Great American Ball Park
717875.0,75.0,Citizens Bank Park
717876.0,72.0,loanDepot park
717881.0,80.0,Nationals Park
717869.0,73.0,Coors Field
718691.0,48.0,T-Mobile Park
718702.0,41.0,Fenway Park
718699.0,48.0,Yankee Stadium
718695.0,67.0,Guaranteed Rate Field
718701.0,84.0,loanDepot park
718696.0,73.0,Minute Maid Park
718697.0,60.0,Busch Stadium
718692.0,52.0,Kauffman Stadium
718689.0,57.0,Oakland Coliseum
718704.0,83.0,Nationals Park
718698.0,66.0,American Family Field
718694.0,74.0,Globe Life Field
717850.0,86.0,Truist Park
717854.0,74.0,Globe Life Field
717855.0,68.0,Angel Stadium
717852.0,68.0,Coors Field
717866.0,77.0,Nationals Park
717851.0,70.0,American Family Field
717853.0,74.0,Great American Ball Park
717856.0,68.0,Rogers Centre
717859.0,72.0,Tropicana Field
717865.0,69.0,PNC Park
717858.0,65.0,Progressive Field
717863.0,66.0,Petco Park
717860.0,72.0,loanDepot park
717862.0,75.0,Citizens Bank Park
717838.0,71.0,Angel Stadium
717857.0,66.0,Yankee Stadium
717843.0,68.0,Rogers Centre
717848.0,67.0,Yankee Stadium
717844.0,71.0,Great American Ball Park
717849.0,70.0,American Family Field
717842.0,64.0,Progressive Field
717846.0,75.0,Coors Field
717845.0,72.0,Tropicana Field
717840.0,80.0,Truist Park
717836.0,70.0,PNC Park
717824.0,67.0,Angel Stadium
717837.0,73.0,Citizens Bank Park
717841.0,68.0,Yankee Stadium
717830.0,70.0,Coors Field
717832.0,82.0,Busch Stadium
717829.0,83.0,Truist Park
717828.0,71.0,Guaranteed Rate Field
717823.0,60.0,Oracle Park
717831.0,74.0,American Family Field
717834.0,76.0,Comerica Park
717839.0,73.0,Oriole Park at Camden Yards
717833.0,70.0,Progressive Field
717827.0,72.0,Tropicana Field
717835.0,70.0,Rogers Centre
717815.0,75.0,Progressive Field
717817.0,85.0,Busch Stadium
717811.0,82.0,Citizens Bank Park
717813.0,72.0,Tropicana Field
717809.0,64.0,Angel Stadium
717820.0,83.0,Guaranteed Rate Field
717814.0,81.0,American Family Field
717818.0,85.0,Oriole Park at Camden Yards
717812.0,81.0,PNC Park
717826.0,60.0,Oracle Park
717825.0,75.0,Yankee Stadium
717821.0,80.0,Comerica Park
717819.0,73.0,Coors Field
717822.0,70.0,Rogers Centre
717816.0,86.0,Truist Park
717803.0,81.0,PNC Park
717802.0,78.0,Progressive Field
717799.0,69.0,Angel Stadium
717805.0,68.0,Rogers Centre
717795.0,55.0,Guaranteed Rate Field
717807.0,73.0,Truist Park
717797.0,65.0,Busch Stadium
717810.0,76.0,Yankee Stadium
717801.0,72.0,Tropicana Field
717800.0,66.0,American Family Field
717804.0,67.0,Comerica Park
717798.0,66.0,Coors Field
717808.0,87.0,Oriole Park at Camden Yards
717806.0,86.0,Citizens Bank Park
717796.0,61.0,Oracle Park
717792.0,74.0,Globe Life Field
717790.0,64.0,Comerica Park
717794.0,73.0,Fenway Park
717789.0,63.0,Oakland Coliseum
717793.0,73.0,Kauffman Stadium
717786.0,76.0,T-Mobile Park
717791.0,73.0,Busch Stadium
717785.0,90.0,Chase Field
717776.0,65.0,Dodger Stadium
717779.0,77.0,Citi Field
717781.0,80.0,Busch Stadium
717775.0,74.0,Chase Field
717778.0,73.0,Minute Maid Park
717783.0,84.0,Target Field
717787.0,79.0,Oriole Park at Camden Yards
717782.0,61.0,Wrigley Field
717777.0,77.0,Kauffman Stadium
717780.0,74.0,Globe Life Field
717773.0,64.0,T-Mobile Park
717772.0,65.0,Petco Park
717788.0,69.0,Fenway Park
717774.0,62.0,Oakland Coliseum
717766.0,70.0,Citi Field
717757.0,78.0,Chase Field
717764.0,82.0,Kauffman Stadium
717759.0,63.0,T-Mobile Park
717769.0,77.0,Oriole Park at Camden Yards
717767.0,84.0,Busch Stadium
717760.0,65.0,Dodger Stadium
717765.0,74.0,Globe Life Field
717758.0,66.0,Petco Park
717762.0,73.0,Minute Maid Park
717761.0,62.0,Oakland Coliseum
717770.0,66.0,Comerica Park
717784.0,73.0,Comerica Park
717771.0,83.0,Target Field
717768.0,64.0,Fenway Park
717763.0,64.0,Wrigley Field
717751.0,74.0,Globe Life Field
717756.0,68.0,Oakland Coliseum
717755.0,78.0,Chase Field
717748.0,65.0,Dodger Stadium
717747.0,55.0,Wrigley Field
717754.0,81.0,Truist Park
717746.0,73.0,Minute Maid Park
717753.0,79.0,Oriole Park at Camden Yards
717752.0,71.0,Target Field
717750.0,68.0,Petco Park
717736.0,87.0,Kauffman Stadium
717733.0,58.0,T-Mobile Park
717735.0,65.0,Oakland Coliseum
717738.0,77.0,Target Field
717740.0,64.0,American Family Field
717739.0,78.0,Chase Field
717741.0,74.0,Globe Life Field
717732.0,68.0,Petco Park
717745.0,85.0,Truist Park
717749.0,79.0,Nationals Park
717737.0,73.0,Minute Maid Park
717743.0,66.0,Citi Field
717731.0,69.0,Dodger Stadium
717744.0,57.0,Wrigley Field
717742.0,73.0,Fenway Park
718686.0,51.0,Kauffman Stadium
718682.0,51.0,Coors Field
718681.0,81.0,Truist Park
718683.0,75.0,Chase Field
718687.0,46.0,Guaranteed Rate Field
718690.0,47.0,Comerica Park
717728.0,81.0,Target Field
717722.0,53.0,T-Mobile Park
717717.0,70.0,Petco Park
717727.0,73.0,Minute Maid Park
717726.0,86.0,Kauffman Stadium
717719.0,78.0,Chase Field
717720.0,77.0,American Family Field
717718.0,78.0,Citi Field
717729.0,69.0,Wrigley Field
717724.0,89.0,Truist Park
717721.0,72.0,Dodger Stadium
717734.0,79.0,Nationals Park
717723.0,74.0,Globe Life Field
717725.0,66.0,Oakland Coliseum
717704.0,58.0,T-Mobile Park
717705.0,68.0,Oakland Coliseum
717706.0,78.0,Chase Field
717702.0,73.0,Dodger Stadium
717710.0,73.0,American Family Field
717715.0,65.0,Fenway Park
717714.0,81.0,Nationals Park
717711.0,72.0,Target Field
717716.0,84.0,Truist Park
717707.0,73.0,Minute Maid Park
717712.0,66.0,Kauffman Stadium
717708.0,76.0,Wrigley Field
717703.0,68.0,Petco Park
717730.0,64.0,Fenway Park
717713.0,78.0,Citi Field
717709.0,74.0,Globe Life Field
717693.0,89.0,Target Field
717699.0,86.0,Nationals Park
717692.0,82.0,Comerica Park
717700.0,72.0,loanDepot park
717694.0,73.0,Minute Maid Park
717698.0,85.0,PNC Park
717697.0,61.0,Oracle Park
717695.0,77.0,Guaranteed Rate Field
717696.0,79.0,American Family Field
717701.0,71.0,Great American Ball Park
717684.0,72.0,Yankee Stadium
717689.0,75.0,Citizens Bank Park
717678.0,72.0,Angel Stadium
717675.0,72.0,Guaranteed Rate Field
717686.0,77.0,PNC Park
717679.0,80.0,Progressive Field
717691.0,75.0,Nationals Park
717683.0,89.0,Target Field
717682.0,73.0,Minute Maid Park
717681.0,84.0,Comerica Park
717687.0,72.0,Tropicana Field
717688.0,61.0,Oracle Park
717690.0,72.0,loanDepot park
717680.0,74.0,American Family Field
717685.0,70.0,Great American Ball Park
717673.0,64.0,Nationals Park
717666.0,69.0,Yankee Stadium
717674.0,59.0,Oracle Park
717662.0,76.0,Angel Stadium
717676.0,72.0,loanDepot park
717667.0,74.0,Guaranteed Rate Field
717668.0,82.0,Comerica Park
717671.0,77.0,PNC Park
717677.0,72.0,Tropicana Field
717665.0,90.0,Target Field
717672.0,78.0,American Family Field
717663.0,76.0,Progressive Field
717669.0,75.0,Great American Ball Park
717670.0,73.0,Minute Maid Park
717658.0,86.0,Target Field
717654.0,72.0,loanDepot park
717660.0,71.0,Progressive Field
717657.0,65.0,Citizens Bank Park
717661.0,61.0,Oracle Park
717652.0,69.0,Yankee Stadium
717847.0,65.0,Nationals Park
717659.0,72.0,Tropicana Field
717645.0,75.0,Guaranteed Rate Field
717656.0,72.0,Citizens Bank Park
717644.0,82.0,Coors Field
717649.0,72.0,Tropicana Field
717641.0,60.0,Oracle Park
717653.0,72.0,loanDepot park
717647.0,68.0,Comerica Park
717646.0,68.0,Rogers Centre
717651.0,73.0,Oriole Park at Camden Yards
717643.0,68.0,Dodger Stadium
717655.0,69.0,Yankee Stadium
717642.0,66.0,Petco Park
717650.0,77.0,Great American Ball Park
717648.0,68.0,Progressive Field
717635.0,78.0,Citizens Bank Park
717629.0,82.0,Guaranteed Rate Field
717625.0,74.0,Progressive Field
717633.0,84.0,Comerica Park
717626.0,76.0,Dodger Stadium
717638.0,68.0,Petco Park
717640.0,86.0,Coors Field
717634.0,68.0,Rogers Centre
717632.0,72.0,Tropicana Field
717636.0,76.0,Yankee Stadium
717628.0,82.0,Oriole Park at Camden Yards
717630.0,72.0,loanDepot park
717637.0,81.0,London Stadium
717631.0,86.0,Great American Ball Park
717639.0,62.0,Oracle Park
717622.0,79.0,Yankee Stadium
717624.0,88.0,Citizens Bank Park
717610.0,70.0,Petco Park
717618.0,79.0,Great American Ball Park
717627.0,85.0,Oriole Park at Camden Yards
717617.0,77.0,Rogers Centre
717613.0,86.0,Progressive Field
717615.0,74.0,Dodger Stadium
717620.0,72.0,loanDepot park
717614.0,86.0,Guaranteed Rate Field
717619.0,72.0,Tropicana Field
717612.0,59.0,Oracle Park
717621.0,82.0,Comerica Park
717616.0,73.0,Coors Field
717623.0,87.0,London Stadium
717608.0,74.0,Angel Stadium
717602.0,73.0,T-Mobile Park
717609.0,88.0,Truist Park
717606.0,74.0,Globe Life Field
717607.0,74.0,Citi Field
717611.0,79.0,Oriole Park at Camden Yards
718670.0,64.0,Angel Stadium
718671.0,77.0,Chase Field
718677.0,41.0,Progressive Field
718676.0,66.0,Truist Park
718684.0,47.0,Target Field
718673.0,64.0,Coors Field
718680.0,57.0,Oracle Park
718674.0,64.0,American Family Field
718685.0,57.0,Citizens Bank Park
718675.0,43.0,Wrigley Field
718693.0,56.0,Citi Field
718688.0,55.0,Oriole Park at Camden Yards
718678.0,72.0,Tropicana Field
718679.0,53.0,PNC Park
717597.0,76.0,Citi Field
717604.0,73.0,Rogers Centre
717601.0,73.0,Oriole Park at Camden Yards
717596.0,66.0,Wrigley Field
717592.0,73.0,Angel Stadium
717603.0,68.0,PNC Park
717600.0,86.0,Truist Park
717593.0,78.0,Chase Field
717591.0,87.0,Kauffman Stadium
717605.0,76.0,Fenway Park
717598.0,87.0,Busch Stadium
717594.0,90.0,Coors Field
717590.0,73.0,T-Mobile Park
717595.0,58.0,Oakland Coliseum
717599.0,74.0,Globe Life Field
717585.0,73.0,PNC Park
717581.0,78.0,Citi Field
717587.0,72.0,T-Mobile Park
717580.0,74.0,Globe Life Field
717578.0,84.0,Coors Field
717579.0,59.0,Oakland Coliseum
717577.0,96.0,Kauffman Stadium
717576.0,71.0,Angel Stadium
717584.0,74.0,Wrigley Field
717589.0,79.0,Oriole Park at Camden Yards
717586.0,68.0,Rogers Centre
717582.0,91.0,Busch Stadium
717575.0,78.0,Chase Field
717588.0,85.0,Truist Park
717583.0,77.0,Fenway Park
717560.0,75.0,Angel Stadium
717564.0,74.0,Rogers Centre
717565.0,77.0,Citi Field
717569.0,77.0,Fenway Park
717566.0,85.0,Busch Stadium
717567.0,76.0,Wrigley Field
717574.0,69.0,Oakland Coliseum
717571.0,78.0,PNC Park
717570.0,74.0,Globe Life Field
717572.0,68.0,Coors Field
717568.0,74.0,Chase Field
717573.0,87.0,Kauffman Stadium
717549.0,76.0,Angel Stadium
717555.0,68.0,Rogers Centre
717562.0,83.0,PNC Park
717561.0,73.0,Oriole Park at Camden Yards
717551.0,71.0,Oakland Coliseum
717563.0,85.0,Citizens Bank Park
717558.0,76.0,Truist Park
717554.0,74.0,Globe Life Field
717559.0,86.0,Wrigley Field
717553.0,97.0,Kauffman Stadium
717552.0,66.0,Coors Field
717557.0,89.0,Great American Ball Park
717556.0,77.0,Citi Field
717548.0,75.0,T-Mobile Park
717537.0,75.0,Kauffman Stadium
717536.0,95.0,Truist Park
717534.0,76.0,T-Mobile Park
717535.0,80.0,Citi Field
717540.0,80.0,PNC Park
717542.0,74.0,Globe Life Field
717545.0,90.0,Busch Stadium
717546.0,73.0,Wrigley Field
717541.0,81.0,Oriole Park at Camden Yards
717533.0,69.0,Angel Stadium
717539.0,79.0,Great American Ball Park
717538.0,81.0,Oakland Coliseum
717547.0,80.0,Rogers Centre
717543.0,86.0,Citizens Bank Park
717550.0,76.0,Busch Stadium
717544.0,79.0,Coors Field
717532.0,89.0,Truist Park
717527.0,82.0,Kauffman Stadium
717531.0,73.0,PNC Park
717526.0,82.0,Great American Ball Park
717522.0,80.0,Angel Stadium
717530.0,68.0,Rogers Centre
717524.0,83.0,Busch Stadium
717518.0,79.0,Oakland Coliseum
717523.0,86.0,Coors Field
717519.0,71.0,T-Mobile Park
717521.0,65.0,Wrigley Field
717528.0,87.0,Citizens Bank Park
717529.0,84.0,Oriole Park at Camden Yards
717520.0,74.0,Globe Life Field
717525.0,75.0,Citi Field
717506.0,70.0,Dodger Stadium
717505.0,68.0,Petco Park
717516.0,60.0,Oracle Park
717515.0,72.0,loanDepot park
717510.0,92.0,Target Field
717511.0,83.0,American Family Field
717512.0,78.0,Progressive Field
717517.0,86.0,Nationals Park
717514.0,74.0,Globe Life Field
717513.0,84.0,Yankee Stadium
717509.0,69.0,Oracle Park
717508.0,75.0,Yankee Stadium
717499.0,72.0,Tropicana Field
717498.0,78.0,Chase Field
717497.0,71.0,Petco Park
717495.0,82.0,Progressive Field
717504.0,73.0,Minute Maid Park
717496.0,84.0,Guaranteed Rate Field
717503.0,86.0,American Family Field
717502.0,72.0,loanDepot park
717507.0,83.0,Nationals Park
717494.0,86.0,Comerica Park
717501.0,73.0,Fenway Park
717500.0,79.0,Target Field
717492.0,73.0,Dodger Stadium
717484.0,80.0,Fenway Park
717477.0,78.0,Chase Field
717483.0,81.0,American Family Field
717487.0,86.0,Yankee Stadium
717489.0,72.0,Minute Maid Park
717493.0,86.0,Nationals Park
717491.0,72.0,Tropicana Field
717479.0,69.0,Dodger Stadium
717482.0,75.0,Target Field
717486.0,84.0,Progressive Field
717478.0,68.0,Petco Park
717490.0,62.0,Oracle Park
717485.0,89.0,Comerica Park
717488.0,72.0,loanDepot park
717473.0,72.0,loanDepot park
717476.0,80.0,Comerica Park
717474.0,76.0,American Family Field
717468.0,73.0,Guaranteed Rate Field
717467.0,73.0,Minute Maid Park
717462.0,69.0,Dodger Stadium
717471.0,88.0,Fenway Park
717470.0,78.0,Chase Field
717475.0,85.0,Yankee Stadium
717469.0,77.0,Progressive Field
717480.0,71.0,Guaranteed Rate Field
717472.0,72.0,Tropicana Field
717481.0,88.0,Nationals Park
